Date,Open,High,Low,Close,Adj Close,Volume
2010-01-01,1.196239948272705,1.196239948272705,1.196239948272705,1.196239948272705,1.0239324569702148,0
2010-01-04,1.1908520460128784,1.2016290426254272,1.1908520460128784,1.196239948272705,1.0239324569702148,758454
2010-01-05,1.207016944885254,1.2609020471572876,1.207016944885254,1.2447359561920166,1.0654429197311401,9420657
2010-01-06,1.2716790437698364,1.293233036994934,1.2662899494171143,1.2824560403823853,1.0977298021316528,7354184
2010-01-07,1.277066946029663,1.3147859573364258,1.2716790437698364,1.3093980550765991,1.1207910776138306,12078601
2010-01-08,1.3363399505615234,1.3794480562210083,1.3363399505615234,1.357893943786621,1.1623016595840454,14679303
2010-01-11,1.36867094039917,1.3794480562210083,1.3255629539489746,1.3525060415267944,1.1576896905899048,6131810
2010-01-12,1.3363399505615234,1.3471169471740723,1.3147859573364258,1.320175051689148,1.1300158500671387,3801141
2010-01-13,1.3309520483016968,1.357893943786621,1.3147859573364258,1.3525060415267944,1.1576896905899048,5036239
2010-01-14,1.36867094039917,1.36867094039917,1.3363399505615234,1.3471169471740723,1.1530767679214478,2099543
2010-01-15,1.3471169471740723,1.3471169471740723,1.3147859573364258,1.320175051689148,1.1300158500671387,799109
2010-01-18,1.304008960723877,1.3309520483016968,1.293233036994934,1.3255629539489746,1.1346275806427002,1255823
2010-01-19,1.3093980550765991,1.320175051689148,1.2986210584640503,1.3093980550765991,1.1207910776138306,1631299
2010-01-20,1.320175051689148,1.3471169471740723,1.3147859573364258,1.3471169471740723,1.1530767679214478,6355214
2010-01-21,1.3417290449142456,1.3525060415267944,1.3363399505615234,1.3417290449142456,1.1484650373458862,2850586
2010-01-22,1.2986210584640503,1.304008960723877,1.2716790437698364,1.287843942642212,1.102341651916504,1002284
2010-01-25,1.277066946029663,1.287843942642212,1.2716790437698364,1.277066946029663,1.0931168794631958,2490923
2010-01-26,1.2609020471572876,1.2824560403823853,1.2501250505447388,1.2716790437698364,1.0885052680969238,3962001
2010-01-27,1.277066946029663,1.293233036994934,1.277066946029663,1.2824560403823853,1.0977298021316528,1330978
2010-01-28,1.2986210584640503,1.3255629539489746,1.293233036994934,1.3255629539489746,1.1346275806427002,3759302
2010-01-29,1.3255629539489746,1.3471169471740723,1.320175051689148,1.3255629539489746,1.1346275806427002,1257371
2010-02-01,1.320175051689148,1.3902250528335571,1.3147859573364258,1.3794480562210083,1.180751085281372,7647763
2010-02-02,1.4117790460586548,1.4117790460586548,1.36867094039917,1.36867094039917,1.171526312828064,1589603
2010-02-03,1.3794480562210083,1.3902250528335571,1.357893943786621,1.3794480562210083,1.180751085281372,1979316
2010-02-04,1.357893943786621,1.36867094039917,1.3471169471740723,1.357893943786621,1.1623016595840454,1199002
2010-02-05,1.293233036994934,1.304008960723877,1.2716790437698364,1.287843942642212,1.102341651916504,1800360
2010-02-08,1.277066946029663,1.293233036994934,1.2609020471572876,1.2662899494171143,1.0838922262191772,1337657
2010-02-09,1.2662899494171143,1.320175051689148,1.2662899494171143,1.3093980550765991,1.1207910776138306,2948827
2010-02-10,1.3093980550765991,1.3363399505615234,1.3093980550765991,1.3255629539489746,1.1346275806427002,3912603
2010-02-11,1.3309520483016968,1.357893943786621,1.3309520483016968,1.3363399505615234,1.1438523530960083,810183
2010-02-12,1.36867094039917,1.374060034751892,1.3147859573364258,1.3363399505615234,1.1438523530960083,683056
2010-02-15,1.3363399505615234,1.401002049446106,1.3255629539489746,1.3794480562210083,1.180751085281372,2211187
2010-02-16,1.4117790460586548,1.4225560426712036,1.3902250528335571,1.401002049446106,1.1992003917694092,1574788
2010-02-17,1.4872169494628906,1.5195480585098267,1.4764410257339478,1.4979939460754395,1.2822214365005493,2494971
2010-02-18,1.4872169494628906,1.4872169494628906,1.4441100358963013,1.45488703250885,1.245323657989502,325422
2010-02-19,1.401002049446106,1.4979939460754395,1.401002049446106,1.4979939460754395,1.2822214365005493,1738563
2010-02-22,1.45488703250885,1.5195480585098267,1.45488703250885,1.45488703250885,1.245323657989502,465766
2010-02-23,1.401002049446106,1.4764410257339478,1.401002049446106,1.401002049446106,1.1992003917694092,841819
2010-02-24,1.3471169471740723,1.3902250528335571,1.293233036994934,1.3471169471740723,1.1530767679214478,1004180
2010-02-25,1.3363399505615234,1.36867094039917,1.2824560403823853,1.3363399505615234,1.1438523530960083,2969222
2010-02-26,1.3255629539489746,1.357893943786621,1.2986210584640503,1.3255629539489746,1.1346275806427002,873437
2010-03-01,1.36867094039917,1.3794480562210083,1.3363399505615234,1.36867094039917,1.171526312828064,2062343
2010-03-02,1.3471169471740723,1.36867094039917,1.3471169471740723,1.3471169471740723,1.1530767679214478,988042
2010-03-03,1.3417290449142456,1.357893943786621,1.3147859573364258,1.3417290449142456,1.1484650373458862,1950024
2010-03-04,1.3471169471740723,1.3632830381393433,1.3309520483016968,1.3471169471740723,1.1530767679214478,1467267
2010-03-05,1.401002049446106,1.4225560426712036,1.3417290449142456,1.401002049446106,1.1992003917694092,8940131
2010-03-08,1.3902250528335571,1.4333330392837524,1.36867094039917,1.3902250528335571,1.1899757385253906,2896966
2010-03-09,1.401002049446106,1.4117790460586548,1.3794480562210083,1.401002049446106,1.1992003917694092,1069629
2010-03-10,1.4225560426712036,1.4333330392837524,1.3794480562210083,1.4225560426712036,1.2176496982574463,1399109
2010-03-11,1.4117790460586548,1.4333330392837524,1.4117790460586548,1.4117790460586548,1.2084250450134277,1103088
2010-03-12,1.4117790460586548,1.4441100358963013,1.401002049446106,1.4117790460586548,1.2084250450134277,708941
2010-03-15,1.3902250528335571,1.4225560426712036,1.3902250528335571,1.3902250528335571,1.1899757385253906,733872
2010-03-16,1.401002049446106,1.4117790460586548,1.3794480562210083,1.401002049446106,1.1992003917694092,1051628
2010-03-17,1.4225560426712036,1.4333330392837524,1.4117790460586548,1.4225560426712036,1.2176496982574463,1343603
2010-03-18,1.401002049446106,1.4225560426712036,1.3902250528335571,1.401002049446106,1.1992003917694092,1172865
2010-03-19,1.3902250528335571,1.4117790460586548,1.3794480562210083,1.3902250528335571,1.1899757385253906,735559
2010-03-22,1.3794480562210083,1.401002049446106,1.357893943786621,1.3794480562210083,1.180751085281372,572346
2010-03-23,1.36867094039917,1.401002049446106,1.357893943786621,1.36867094039917,1.171526312828064,1652452
2010-03-24,1.3794480562210083,1.3902250528335571,1.357893943786621,1.3794480562210083,1.180751085281372,1794700
2010-03-25,1.4117790460586548,1.4333330392837524,1.3794480562210083,1.4117790460586548,1.2084250450134277,4200308
2010-03-26,1.3902250528335571,1.4117790460586548,1.3794480562210083,1.3902250528335571,1.1899757385253906,3162691
2010-03-29,1.4117790460586548,1.4225560426712036,1.401002049446106,1.4117790460586548,1.2084250450134277,924857
2010-03-30,1.3902250528335571,1.4117790460586548,1.3902250528335571,1.3902250528335571,1.2271721363067627,823940
2010-03-31,1.3794480562210083,1.4117790460586548,1.3794480562210083,1.3794480562210083,1.2176591157913208,1152172
2010-04-01,1.401002049446106,1.4117790460586548,1.3902250528335571,1.401002049446106,1.2366851568222046,1401883
2010-04-02,1.4225560426712036,1.4225560426712036,1.401002049446106,1.4225560426712036,1.2557111978530884,1569287
2010-04-05,1.4117790460586548,1.4225560426712036,1.401002049446106,1.4117790460586548,1.2461981773376465,391456
2010-04-06,1.401002049446106,1.4117790460586548,1.3902250528335571,1.401002049446106,1.2366851568222046,763407
2010-04-07,1.401002049446106,1.4117790460586548,1.3902250528335571,1.401002049446106,1.2366851568222046,801654
2010-04-08,1.3902250528335571,1.401002049446106,1.3794480562210083,1.3902250528335571,1.2271721363067627,948456
2010-04-09,1.4441100358963013,1.45488703250885,1.401002049446106,1.4441100358963013,1.2747372388839722,6734095
